,z1,z2,z3,z4
320,-0.005271768049770481,-0.007832055564866651,-0.002719999141323785,0.0004236820912868912
321,-0.04213071786012544,-0.062163002993500686,-0.0228668926453478,0.003561873513128619
322,-0.021922290773912993,-0.03237531247910783,-0.011821080692361085,0.0018413168272447015
323,0.013574557036441594,0.01994786499039223,0.0075812955620717356,-0.0011809044751533693
324,-0.04012279163598696,-0.059203273139949726,-0.021769371527415964,0.003390917561190123
325,0.016251792001959576,0.023894171461793488,0.00904465705264756,-0.0014088457444046934
326,-0.024493845411844732,-0.03616584369505904,-0.013226677913572063,0.002060260414815055
327,-0.05416653294633566,-0.07990407375308971,-0.029445601100787328,0.004586609482350591
328,0.035837879381275306,0.05276451880520272,0.01975030164159693,-0.0030764160826117683
329,-0.027241533929086865,-0.04021600033676034,-0.014728548917057766,0.002294200138520364
330,-0.018470066739429282,-0.027286654134406202,-0.009934114559776474,0.001547392558999571
331,-0.04588824061874717,-0.0677016787428358,-0.024920733333875258,0.003881791084007674
332,-0.05503546008426692,-0.08118489252012343,-0.029920551760009302,0.0046605904206163725
333,-0.038925081256676285,-0.057437820244849176,-0.02111470980794783,0.003288943835472425
334,-0.026419575825638364,-0.03900441501659328,-0.014279271266442378,0.002224218169890571
335,-0.05192376154978331,-0.07659817666520531,-0.0282197149398225,0.004395658682232155
336,-0.04572384899805747,-0.06745936167880237,-0.024830877803752188,0.003867794690281715
